text,date,lang,link,likes_count,comments_count,word_count
"Lived on an island in Bahamas for 18 years. When stuff happens, it takes way more time to organize ship, clear customs and transport to site of work. Now imagine a large island like PR, with basic infrastructure in complete disarray for decades. You are not just fixing the old junk, we are totally renewing and building a new infrastructure from scratch. Now add all the challenges mentioned earlier, and understand, an entire infrastructure cannot be built in even 1 year. The task is monstrous to say the least. Everyone other than the local government, is busting but to get this accomplished. Less complaining and more sweat and blood participation are the order needed here.",3/17/2018,en,No,1,0,115
"Center of the island Orocovis, Morovis, Corozal, Utuado, Jayuya, etc.  No drinkable water, no power, no running water.., they have forgotten does on the mountains.   My family is in need...and we can only do so much to help them...",3/17/2018,en,No,1,0,39
"Hi David. I live in PR an I have not left my island after Maria, because of my job. I got power in my house after almost five  months. Internet service and water were available after a few months. One of the places that you really need to see is Punta Santiago (beach area) in Humacao. This is still a very devastated area and you can actually see how the beach entered the land flooding a whole community.  It is quite a screen. What has happen to our island is truly sad. My heart goes out to all the people in the world that have lost so many things due to forces of nature. It is not truly understandable until you experience such things. I appreciate your outreach to us and am very grateful for all the help.",3/17/2018,en,No,1,2,138
"Thanks for all the reporting you've done on the disaster that was left behind by Hurricane Maria. We still have a long way to gobut if you get a chance, please visit Humacao's barrio Punta Santiago. It was devasted but there's a very nice story on how the community came together and thru the Catholic Church, Father Jose Colon  and many citizens, ( Jenny Ramirez , Milton, and dozens more ) and worked very hard to help one another. Thanks again and Godspeed!",3/17/2018,en,No,1,0,83
"After six months you are coming back to see what other stories that produce money for you, please stay in the main land, your no worth it.",3/17/2018,en,No,1,0,27
"Barrio Mariana in Humacao has no power. The neighbors found a way to pull through with almost no government support. They fed 300 people per day in the height of the emergency. They've received donations from all over the world and now have solar power, water filters for rain water and more. They're also turning an abandoned school into housing for international volunteers.",3/17/2018,en,No,1,0,63
To the mountains where there is no water or electricity,3/18/2020,en,No,1,0,10
"Please come to Vieques!!! We have no leadership, no communications and no sense of what to expect near or long term future. We are tired and frustrated at the governments lack of response! This simply unacceptable!",3/18/2020,en,No,1,0,36
"Go to comerio, utuado, adjuntas, jayuya, etc the interior of the island",3/18/2020,en,No,1,0,12
First of all I would like to thank you for your interest in post-María Puerto Rico. You have publicly covered and informed the world of how our lovely island was smashed by this nature's monster. My humble request is for you to visit the town of Yabucoa. It was the first town to feel the direct hit of María. They are in great need of help. Once again thank you for all you have done and keep on doing for my lovely island of Puerto Rico. God bless you.����,3/18/2020,en,No,1,0,89
"David: might as well go to everywhere that is not metropolitan area, specially the mountains",3/18/2020,en,No,1,0,15
"David Begnaud welcome back to Puerto Rico your 2nd home and having our voices heard. After you visit Yabucoa, Humacao, San Lorenzo, Maunabo and Patillas, please visit the center of the Island like my home town of Barranquitas where so many residents lost their roofs and still have no power, we lost our main panorámic road 143 with a huge sink hole that takes you thru the center of the Island towards Orocovis, Morovis, Corozal, Villalba, Ciales, Jayuya, Utuado and so many others who are still in the dark.",3/18/2020,en,No,1,0,89
"Go into the center off the island don't stay where in San Juan,  my dad live in Bayamon still no power like slot of those out of the metro area. 6 month tons of people need help the governor don't see the true crisis",3/18/2020,en,No,1,0,44
"My story started before Maria I went to Puerto Rico for hurricane Irma, then after that Maria came into our lives,  and still remains.

I stayed on the island for Irma, not knowing that Maria was coming, my children and my wife picked up the ball and was able to Bring much-needed supplies to my family and friends on the island including donated over 300 solar light bulbs and other supplies.

When I got to be Island last month five months after the hurricane hit I was moved by how much appreciation friends and family had for our efforts of giving them those solar light bulbs so I came prepared to give out and build personal solar generators. And rebuild my own solar array up on my roof instead of on the ground where they were originally.

Now I'm trying to find funding so that I can build more personal portable solar generators so that people can be more prepared for the next hurricane season. I hope to be back in Puerto Rico within three months. 

I hope that now that power will start to be restored on the island, people don't get A feeling of security, and not prepare for the next hurricane season as most of us usually get. The power grid even though it may be repaired has not been tested and each week there has already been power outages on the areas where they have repaired it. This was a lesson on readiness, for the people that have stayed behind and suffered through all of those have learned a hard lesson I hope they do. Running away from the problem is not the solution it's just temporary comfort so I am proud of those that have stayed behind and made do with what they had, whatever I can do in order to teach and help I will always be here. later I will show you how A simple 500 W solar system that I have on top of my roof is able to keep my house with lights and my refrigerator cold.",3/18/2020,en,No,1,0,343
"David please visit Morovis , contact me no power since Irma and now the Mayor told us we have to look for en Engineer so all we need is electrical cord so simple     She want us to look for that incredible Please help spread the news",3/18/2020,en,No,1,0,46
